unit_id,row,col,area_ha,aml_count,severity_sum,severity_mean,unfunded_cost_sum,dist_water_m,water_km,slope_deg_mean,risk_index,water_priority,restoration_cost_proxy,benefit_proxy,priority_score,candidate
116,9,19,400.0,0.0,0.0,0.0,0.0,44.90364410502259,3.0753303140160764,13.110680889568211,0.4063013469969202,3.896380939022705,400.0,2.354491816508273,1.1772459082541364,1
117,9,20,400.0,0.0,0.0,0.0,0.0,12.5505675743446,7.975626003340913,15.554829387462629,0.445345759629894,8.863680760266536,400.0,4.877186139763162,2.438593069881581,1
118,9,21,400.0,0.0,0.0,0.0,0.0,88.86700246301854,5.784325538310576,14.121400680806902,0.4089165159046488,6.207435707174368,400.0,3.512634369491833,1.7563171847459165,1
119,9,22,400.0,0.0,0.0,0.0,0.0,190.4652169499105,6.903923515112999,13.367718881508065,0.3772021166433535,6.533181690865503,400.0,3.643792962076106,1.821896481038053,1
120,9,23,400.0,0.0,0.0,0.0,0.0,249.53441577029105,5.093185116068733,13.351905902962626,0.3651475983401117,4.747587227051193,400.0,2.738941211865708,1.369470605932854,1
121,9,24,359.3870924819806,0.0,0.0,0.0,0.0,218.0586449974282,5.209843884000242,13.656205727885933,0.3752588595083405,4.993200621077932,359.3870924819806,2.8718591700473066,1.5127247742180725,1
122,9,25,202.8976474178967,0.0,0.0,0.0,0.0,144.86333881039067,2.0265323958677,13.37988514272419,0.3869988477940305,2.618375799149333,202.8976474178967,1.696186747368697,1.125356355018576,1
123,9,26,60.054892947687094,0.0,0.0,0.0,0.0,393.6267361262545,0.3022890631913739,11.64884387322192,0.3172788475078854,0.8785317751407591,60.054892947687094,0.7565447350782649,0.6577864917213623,1
124,10,4,100.94512780681252,0.0,0.0,0.0,0.0,259.9354746389533,0.22724443031802,12.462893107791006,0.351789168486311,0.9463298244689066,100.94512780681252,0.8249540807207643,0.6587181189544612,1
125,10,5,400.0,0.0,0.0,0.0,0.0,265.0533624288683,5.719586157992299,13.730100879330694,0.3669733679385208,5.155031389451526,400.0,2.944489062664284,1.472244531332142,1
126,10,6,400.0,0.0,0.0,0.0,0.0,94.63135432659212,4.231959893570698,13.381996936268276,0.3981677212558777,4.759556988156218,400.0,2.7779462153339867,1.3889731076669931,1
127,10,7,400.0,0.0,0.0,0.0,0.0,263.42695601072865,5.882574774898081,13.689056930350668,0.3667618732417031,5.288665081388069,400.0,3.0110944139357376,1.5055472069678688,1
128,10,8,400.0,0.0,0.0,0.0,0.0,242.25725019056512,3.4551404697124544,13.01315794510451,0.3622482148197655,3.4966359216422274,400.0,2.110566175640879,1.0552830878204396,1
129,10,9,400.0,0.0,0.0,0.0,0.0,356.451011126199,6.573488594469642,16.737978543764278,0.3885987659100685,5.302629315882629,400.0,3.039913423851383,1.5199567119256916,1
130,10,10,400.0,0.0,0.0,0.0,0.0,70.87444906747966,7.609828224412319,14.766236623651103,0.4212968642120988,8.020733836204363,400.0,4.43166378231428,2.21583189115714,1
131,10,11,400.0,0.0,0.0,0.0,0.0,33.422956903236354,4.510037896468518,14.76588922959787,0.4301800752245517,5.3289197495160705,400.0,3.094639949982587,1.5473199749912936,1
132,10,12,400.0,0.0,0.0,0.0,0.0,148.43719432761267,8.096593917780867,17.453298411619517,0.438199863708403,7.841756513678975,400.0,4.35907812054789,2.179539060273945,1
133,10,13,400.0,0.0,0.0,0.0,0.0,275.43907222706594,4.850664480992721,14.734269069039334,0.3778039517533788,4.442050832710919,400.0,2.5988293681088384,1.2994146840544192,1
134,10,14,400.0,0.0,0.0,0.0,0.0,314.2357471606489,6.2399774782373685,14.898252004642544,0.3726732424549341,5.287694605360575,400.0,3.0165205451352217,1.5082602725676109,1
135,10,15,400.0,0.0,0.0,0.0,0.0,4.270900805542789,6.535290922950661,15.508301466180567,0.4468046967468115,7.503177069234316,400.0,4.198393231363969,2.099196615681985,1
136,10,16,400.0,0.0,0.0,0.0,0.0,12.616487710034178,6.051207543192268,17.35385603853214,0.4682832350117974,6.96280490789022,400.0,3.949685688956907,1.9748428444784536,1
137,10,17,400.0,0.0,0.0,0.0,0.0,172.1797441320051,4.643218121640062,15.838515890010616,0.4125403066193915,4.750618155585158,400.0,2.7878493844119707,1.3939246922059854,1
138,10,18,400.0,0.0,0.0,0.0,0.0,135.49414017281595,4.29418056211984,15.08591379703563,0.4108019783414083,4.6233246614843955,400.0,2.7224643090836063,1.3612321545418031,1
139,10,19,400.0,0.0,0.0,0.0,0.0,439.2655476942248,4.716733081500826,16.42453653981656,0.3706877744907683,3.684489402333794,400.0,2.212932475657665,1.1064662378288326,1
140,10,20,400.0,0.0,0.0,0.0,0.0,277.53473095840855,3.476821037770468,12.677345421927717,0.3511623394009362,3.391860102821333,400.0,2.0470923908116028,1.0235461954058014,1
141,10,21,400.0,0.0,0.0,0.0,0.0,332.20477083436225,3.6377838426866314,13.27232954752298,0.3486765231636656,3.3268697976081456,400.0,2.0121114219677385,1.0060557109838693,1
142,10,22,400.0,0.0,0.0,0.0,0.0,530.3576183553873,4.220147779026028,13.1875076319652,0.3153578053260781,3.071506301725714,400.0,1.8511109561889352,0.9255554780944676,0
143,10,23,400.0,0.0,0.0,0.0,0.0,271.03967441702946,4.887364565903783,13.79514064428247,0.3666585165396754,4.4896232115917565,400.0,2.611470122335554,1.305735061167777,1
144,10,24,400.0,0.0,0.0,0.0,0.0,593.9208995221828,1.3667756712639394,12.683646343779143,0.2998699398233045,1.3068343069978885,400.0,0.9532870933222488,0.4766435466611244,0
145,10,25,400.0,0.0,0.0,0.0,0.0,45.785128855868386,5.334304036280335,14.347432322340246,0.42187043496692,6.0508261641904415,400.0,3.4472835170621408,1.7236417585310704,1
146,10,26,400.0,0.0,0.0,0.0,0.0,85.73240403102541,6.987934811637768,14.205920207221606,0.4107130377327549,7.331644558573936,400.0,4.076535317019723,2.0382676585098616,1
147,10,27,346.1071860790593,0.0,0.0,0.0,0.0,257.6884521678765,3.653022157008266,15.493285940872632,0.3908875547875494,3.5960228920282,346.1071860790593,2.1888990008016496,1.173503776209285,1
148,10,28,215.57867787939915,0.0,0.0,0.0,0.0,103.94421825958274,1.6498127533808655,14.703341281482938,0.4129185649898697,2.3882115016547054,215.57867787939915,1.6070243158172224,1.0442365036769918,1
